"","BH_ERR1797972","BH_ERR1797973","BH_ERR1797974","Serum_ERR1797969","Serum_ERR1797970","Serum_ERR1797971"
"LPCHMCBP_00848",604.616658219072,651.564960961001,711.377178495441,1358.21490227883,1203.18083374369,1191.21399812344
"LPCHMCBP_00849",30.9592867160368,31.6293670369418,37.5971248718035,20.8244192853653,19.756663936678,25.617505335988
"LPCHMCBP_00850",44.6177955613472,44.2811138517185,50.4592991700521,34.7073654756088,27.6593295113492,37.3588619483159
"LPCHMCBP_00851",151.154164554768,140.976607364655,124.664150890717,164.281529917882,179.78564182377,194.266082131243
"LPCHMCBP_00852",425.234908717329,450.040708125629,415.547169635723,738.109972447948,688.519738193229,711.953169129334
"LPCHMCBP_00853",134.763953940396,136.458126359377,142.473315303677,303.110991820317,242.019133224306,259.377241526879
"LPCHMCBP_00854",677.462038727394,723.860657045439,714.345372564267,1545.63467584711,1517.31179033687,1544.52209254895
"LPCHMCBP_00855",11848.3011396786,12066.1516764928,11811.433597884,6642.98975203153,6415.97661343618,6212.2450439771
"LPCHMCBP_00856",195.771960116115,200.620556634317,216.678167024341,242.951558329262,207.444971335119,216.681399300232
"LPCHMCBP_00857",3666.85434133766,3753.95401918446,3560.84348456897,4225.04329056412,3893.0506287224,4248.23630155135
"LPCHMCBP_00858",7675.17140380807,7201.55502621112,6847.62371678295,15633.3543223967,14668.3351397866,15778.2484948573
"LPCHMCBP_00859",1750.11026671244,1741.42257943391,1893.70781591137,428.057507532509,477.123434070774,397.071332707814
"LPCHMCBP_00860",12268.0726448578,12690.6057514221,11847.0519267099,10675.9856202973,9341.9385424582,9936.38988219636
"LPCHMCBP_00861",2.73170176906207,6.32587340738836,2.9681940688266,0,3.9513327873356,1.06739605566617
"LPCHMCBP_00862",3084.09129727108,3067.1449063823,2951.37430243658,100553.022343751,99166.5989637616,111951.700506435
"LPCHMCBP_00863",59.1868716630116,75.0067846876048,76.1836477665493,175.850651743085,225.225968878129,181.457329463249
"LPCHMCBP_00864",707.510758187077,1202.81964360484,848.903503684406,541.434901419498,761.619394758937,751.446823188982
"LPCHMCBP_00865",82.8616203282162,87.6585315023815,77.1730457894915,116.84813043455,93.8441536992205,104.604813455284
"LPCHMCBP_00866",37.333257510515,35.2441518411637,39.5759209176879,20.8244192853653,31.6106622986848,34.1566737813174
"LPCHMCBP_00867",23.6747486652046,19.8813164232206,14.840970344133,23.1382436504059,22.7201635271797,24.5501092803219
"LPCHMCBP_00868",21.8536141524966,14.4591392168877,15.8303683670752,11.5691218252029,18.7688307398441,19.213129001991
"LPCHMCBP_00869",24.5853159215587,36.1478480422192,27.7031446423816,35.8642776581291,43.4646606606916,40.5610501153144
"LPCHMCBP_00870",305.040030878598,321.715847575751,314.628571295619,281.129660352432,322.033622167852,309.544856143189
"LPCHMCBP_00871",473.494973304093,418.411341088687,417.525965681608,1532.90864183939,1355.30714605611,1510.36541876763
"LPCHMCBP_00872",419.771505179205,356.056303215859,375.971248718035,1029.65184244306,868.305380016998,1110.09189789281
"LPCHMCBP_00873",324.161943262033,368.708050030636,349.257502098596,510.19827249145,494.904431613784,551.843760779409
"LPCHMCBP_00874",2.73170176906207,3.61478480422192,4.94699011471099,2.31382436504059,0.9878331968339,4.26958422266467
"LPCHMCBP_00875",539.055815761582,580.172961077618,623.320754453585,399.134702969502,385.254946765221,373.588619483159
"LPCHMCBP_00876",4714.00668614478,4598.90996717134,4359.28768908333,2828.65028626212,2573.30547775231,2674.89451549942
"LPCHMCBP_00877",2959.34358315058,2822.24323589626,2720.84456309105,1235.58221093168,1326.65998334793,1098.35054128049
"LPCHMCBP_00878",1517.0050490858,1566.10551642915,1574.13225450104,483.589292293483,430.695273819581,462.182492103451
"LPCHMCBP_00879",2478.56407179565,2263.75898364398,2168.7604662893,468.549433920719,502.807097188455,516.619690942425
"LPCHMCBP_00880",2110.69490022863,1874.26592098906,2054.97969365095,628.20331510852,598.626917281344,587.067830616392
"LPCHMCBP_00881",834.99017407664,877.489011224871,941.906917840973,740.423796812989,750.753229593764,814.423190473286
"LPCHMCBP_00882",507.185961789192,559.387948453342,518.444564021712,382.937932414218,417.85344226074,399.206124819147
"LPCHMCBP_00883",55264.1479226385,55137.216314998,53688.6943169354,19377.1221450324,18772.7820726314,19651.8287808698
"LPCHMCBP_00884",11311.977025686,11132.6335008025,11531.4339573913,2626.19065432107,2702.71162653755,2666.35534705409
"LPCHMCBP_00885",20418.5601564826,20944.9668518629,20269.7972960168,4097.78295048689,4189.40058777257,4584.46605908619
"LPCHMCBP_00886",89.2355911226944,84.9474428992151,89.0458220647978,59.002521308535,54.3308258258645,65.1111593956362
"LPCHMCBP_00887",150.243597298414,140.072911163599,156.324887624867,91.3960624191033,86.9293213213832,100.33522923262
"LPCHMCBP_00888",9.10567256354024,14.4591392168877,10.8833782523642,9.25529746016236,7.9026655746712,9.60656450099551
"LPCHMCBP_00889",415.218668897435,478.055290358349,473.921652989313,562.259320704863,560.101422604822,563.585117391737
"LPCHMCBP_00890",74.66651502103,65.96982267705,106.854986477757,1176.57968962314,1189.35116898802,1125.03544267214
"LPCHMCBP_00891",330.535914056511,288.279088136698,254.275291896145,962.550935856885,915.721373465026,797.344853582627
"LPCHMCBP_00892",541.787517530645,441.003746115074,467.98526485166,1321.19371243818,1216.02266530253,1130.37242295047
"LPCHMCBP_00893",15714.5697101578,14582.9455964323,13929.7347650032,25860.4580158762,24345.1491359715,24126.3530462224
"LPCHMCBP_00894",23.6747486652046,28.0145822327199,33.6395327800347,33.5504532930886,34.5741618891865,20.2805250576572
"LPCHMCBP_00895",32.7804212287449,25.3034936295534,26.7137466194394,64.7870822211365,70.1361569752069,64.0437633399701
"LPCHMCBP_00896",3352.70863789552,3423.20120959816,3723.10476033149,2406.37733964221,2439.94799617973,2220.18379578563
"LPCHMCBP_00897",239.479188421108,292.797569141975,311.660377226792,319.307762375601,431.683107016414,383.195183984154
"LPCHMCBP_00898",3138.72533265232,3313.85396927044,3243.24671920453,7915.59315280386,7322.8074881297,7429.07654743653
"LPCHMCBP_00899",1249.29827571772,1211.8566056154,1306.99478830664,3193.07762375601,2935.84026099035,2815.79079484735
"LPCHMCBP_00900",2548.67775053491,2425.52060363291,2352.78849855655,8734.68697802823,7918.47090582055,8394.00258175874
"LPCHMCBP_00901",7874.5856329496,8319.42722691675,8119.00017626368,2928.14473395887,3017.83041632757,2979.10239136427
"LPCHMCBP_00902",6586.13296520866,6699.09993842427,6538.93153362499,7135.83434178518,6985.95636800934,7183.57545463331
"LPCHMCBP_00903",446.177955613472,462.692454940406,494.699011471099,230.225524321539,281.532461097662,254.040261248548
"LPCHMCBP_00904",16.3902106143724,18.0739240211096,16.8197663900174,13.8829461902435,15.8053311493424,13.8761487236602
"LPCHMCBP_00905",7.2845380508322,16.2665316189986,16.8197663900174,3.47073654756088,9.878331968339,6.40437633399701
"LPCHMCBP_00906",1227.44466156523,1371.81083320222,1347.56010724727,996.101389149974,1013.51685995158,1004.41968838186
"LPCHMCBP_00907",190.308556577991,178.931847808985,227.561545276706,183.949037020727,241.031300027472,212.411815077567
"LPCHMCBP_00908",2006.89023300427,1961.92445249145,1949.11410519613,1798.99844381906,1997.39872399815,1785.7536011295
"LPCHMCBP_00909",193.950825603407,212.368607248038,185.017430290191,239.480821781701,215.34763690979,276.455578417537
"LPCHMCBP_00910",131.12168491498,156.339442782598,152.367295533099,120.318866982111,146.199313131417,112.076585844948
"LPCHMCBP_00911",0,1.80739240211096,0.989398022942198,0,0,0
"LPCHMCBP_00912",54.6340353812415,54.2217720633288,67.2790655600695,92.5529746016236,101.746819273892,89.6612686759581
"LPCHMCBP_00913",9.10567256354024,13.5554430158322,10.8833782523642,9.25529746016236,14.8174979525085,14.9435447793264
"LPCHMCBP_00914",0.910567256354024,0,0,0,0,2.13479211133234
"LPCHMCBP_00915",3.6422690254161,7.22956960844384,6.92578616059539,3.47073654756088,2.9634995905017,2.13479211133234
"LPCHMCBP_00916",4.55283628177012,5.42217720633288,7.91518418353759,8.09838527764206,9.878331968339,8.53916844532934
"LPCHMCBP_00917",0.910567256354024,2.71108860316644,0.989398022942198,1.1569121825203,0,0
"LPCHMCBP_00918",18.2113451270805,19.8813164232206,31.6607367341503,19.667507102845,16.7931643461763,19.213129001991
"LPCHMCBP_00919",99.2518309425887,120.191594740379,98.9398022942198,146.927847180077,136.320981163078,132.357110902605
"LPCHMCBP_00920",526.307874172626,469.018328347794,517.45516599877,414.174561342266,444.524938575255,442.96936310146
"LPCHMCBP_00921",712.063594468847,786.215694918267,808.338184743776,755.463655185753,796.193556648124,694.874832238675
"LPCHMCBP_00922",1837.52472332242,1792.93326289407,1762.11787886006,2517.44090916416,2470.57082528158,2371.75403569023
"LPCHMCBP_00923",81.9510530718622,102.117670719269,105.865588454815,65.9439944036568,65.1969909910374,72.5829317852994
"LPCHMCBP_00924",22.7641814088506,21.6887088253315,26.7137466194394,28.9228045630074,29.634995905017,22.4153171689895
"LPCHMCBP_00925",27.3170176906207,43.377417650663,23.7455525506128,21.9813314678856,22.7201635271797,19.213129001991
"LPCHMCBP_00926",99.2518309425887,125.613771946712,102.897394385989,108.749745156908,85.9414881245493,101.402625288286
"LPCHMCBP_00927",234.926352139338,206.946430041705,222.614555161995,231.382436504059,244.982632814807,293.533915308196
"LPCHMCBP_00928",2116.15830376675,2168.87088253315,2269.6790646294,2372.82688634912,2232.50302484462,2204.17285495064
"LPCHMCBP_00929",805.852021873312,1085.33913746763,908.267385060938,1825.60742401703,2017.15538793482,2025.91771365439
"LPCHMCBP_00930",206.698767192364,153.628354179432,233.497933414359,217.499490313815,201.517972154116,188.929101852912
"LPCHMCBP_00931",409.755265359311,435.581568908741,401.695597314533,253.363767971945,286.471627081831,249.770677025883
"LPCHMCBP_00932",4074.78847218426,4442.57052438874,3849.74770726809,4464.52411234582,4766.29517472357,4501.20916674423
"LPCHMCBP_00933",80.1299185591541,89.4659239044925,99.929200317162,91.3960624191033,63.2213245973696,82.1894962862949
"LPCHMCBP_00934",78.3087840464461,54.2217720633288,66.2896675371273,39.33501420569,57.2943254163662,61.9089712286377
"LPCHMCBP_00935",28.2275849469748,31.6293670369418,27.7031446423816,27.7658923804871,21.7323303303458,22.4153171689895
"LPCHMCBP_00936",135.67452119675,93.0807087087144,94.982210202451,104.122096426827,81.0023221403798,91.7960607872904
"LPCHMCBP_00937",234.015784882984,180.739240211096,169.187061923116,123.789603529672,139.28448075358,129.154922735606
"LPCHMCBP_00938",200.324796397885,144.591392168877,159.293081693694,157.34005682276,152.126312312421,152.637635960262
"LPCHMCBP_00939",11.8373743326023,13.5554430158322,7.91518418353759,8.09838527764206,10.8661651651729,6.40437633399701
"LPCHMCBP_00940",63.7397079447817,49.7032910580514,40.5653189406301,75.1992918638192,73.0996565657086,75.7851199522979
"LPCHMCBP_00941",382.43824766869,358.767391819025,344.310511983885,592.339037450391,561.089255801655,599.876583284386
"LPCHMCBP_00942",425.234908717329,485.284859966793,443.250314278105,386.408668961779,434.646606606916,430.160610433466
"LPCHMCBP_00943",1107.24978372649,1133.23503612357,1195.19281171418,2065.08824579873,2172.24519983775,2158.27482455699
"LPCHMCBP_00944",329.625346800157,327.138024782084,388.833423016284,541.434901419498,516.63676194413,502.743542218765
"LPCHMCBP_00945",150.243597298414,175.317063004763,143.462713326619,56.6886969434944,68.1604905815391,55.5045948946407
"LPCHMCBP_00946",18.2113451270805,21.6887088253315,25.7243485964972,6.94147309512177,6.9148323778373,12.808752667994
"LPCHMCBP_00947",10.9268070762483,14.4591392168877,10.8833782523642,6.94147309512177,5.9269991810034,6.40437633399701
"LPCHMCBP_00948",1.82113451270805,0.90369620105548,0,0,0,0
"LPCHMCBP_00949",448.909657382534,439.196353712963,447.207906369874,144.614022815037,128.418315588407,116.346170067612
"LPCHMCBP_00950",354.210662721715,364.189569025358,370.034860580382,99.4944476967454,91.8684873055527,90.7286647316243
"LPCHMCBP_00951",1489.68803139518,1336.56668136105,1286.21742982486,537.964164871937,464.281602511933,469.654264493114
"LPCHMCBP_00952",58.2763044066576,50.6069872591069,58.3744833535897,90.239150236583,115.576484029566,104.604813455284
"LPCHMCBP_00953",84.6827548409243,81.3326580949932,72.2260556747805,150.398583727638,118.539983620068,119.548358234611
"LPCHMCBP_00954",1331.24932878958,1483.8691621331,1495.9698106886,615.477281100797,636.164578761032,622.291900453376
"LPCHMCBP_00955",4020.15443680302,4040.42571491905,4357.30889303744,665.22450494917,635.176745564198,624.426692564708
"LPCHMCBP_00956",221.267843294028,236.768404676536,247.34950573555,203.616544123572,157.06547829659,214.5466071889
"LPCHMCBP_00957",614.632898038966,594.632100294506,461.059478691064,170.066090830483,230.165134862299,196.400874242575
"LPCHMCBP_00958",505.364827276484,493.418125776292,490.74141937933,1433.41419414265,1420.50413704715,1309.69496030239
"LPCHMCBP_00959",825.8845015131,875.68161882276,800.423000560238,2161.11195694791,2310.54184739449,2105.97241782935
"LPCHMCBP_00960",461.65759897149,495.225518178403,457.101886599296,1657.85515755158,1532.12928828938,1614.97023222291
"LPCHMCBP_00961",300.487194596828,277.434733724032,259.222282010856,1232.11147438411,1128.10551078431,1237.11202851709
"LPCHMCBP_00962",199.414229141531,214.175999650149,196.890206565497,370.211898406494,334.875453726692,359.712470759499
"LPCHMCBP_00963",49.1706318431173,40.6663290474966,34.6289308029769,113.377393886989,108.661651651729,71.5155357296333
"LPCHMCBP_00964",10.9268070762483,6.32587340738836,13.8515723211908,15.0398583727638,12.8418315588407,13.8761487236602
"LPCHMCBP_00965",2081.5567480253,2023.37579416322,1858.08948708545,1239.05294747924,1206.14433333419,1214.6967113481
"LPCHMCBP_00966",642.860482985941,610.898631913504,706.43018838073,739.266884630468,764.582894349439,792.007873304297
"LPCHMCBP_00967",49.1706318431173,67.777215079161,65.3002695141851,83.2976771414612,85.9414881245493,77.9199120636303
"LPCHMCBP_00968",112.910339787899,140.976607364655,123.674752867775,137.672549719915,112.612984439065,147.300655681931
"LPCHMCBP_00969",91.9672928917565,93.0807087087144,86.0776279959713,69.4147309512177,78.0388225498781,80.0547041749626
"LPCHMCBP_00970",307.77173264766,294.604961544086,297.808804905602,424.586770984948,449.464104559425,462.182492103451
"LPCHMCBP_00971",1310.30628189344,1405.24759264127,1380.21024200437,2435.30014420522,2398.45900191271,2389.89976863655
"LPCHMCBP_00972",543.608652043353,443.714834718241,517.45516599877,1152.28453379021,977.954864865561,959.589054043885
"LPCHMCBP_00973",266.796206111729,219.598176856482,270.10566026322,459.294136460557,411.926443079736,373.588619483159
"LPCHMCBP_00974",954.274484659018,871.163137817482,840.988319500869,1950.55393972922,1918.37206825143,1944.79561342376
"LPCHMCBP_00975",1038.95723949994,1075.39847925602,996.323809102794,1970.22144683206,2029.99721949367,1957.60436609175
"LPCHMCBP_00976",1065.36368993421,900.081416251258,1045.7937102499,2004.92881230767,1949.98273055012,1944.79561342376
"LPCHMCBP_00977",604.616658219072,766.334378495047,569.893261214706,482.432380110963,519.600261534632,596.674395117388
"LPCHMCBP_00978",582.763044066576,601.86166990295,523.391554136423,1266.81883985972,1194.29033497219,1363.0647630857
"LPCHMCBP_00979",176.650047732681,198.813164232206,156.324887624867,701.088782607299,608.505249249683,656.448574234693
"LPCHMCBP_00980",417.039803410143,399.433720866522,451.165498461642,77.5131162288598,72.1118233688747,81.1221002306288
"LPCHMCBP_00981",166.633807912786,187.065113618484,186.006828313133,504.413711578849,521.575927928299,536.900216000083
"LPCHMCBP_00982",427.056043230037,450.944404326684,441.27151823222,738.109972447948,699.385903358401,692.740040127343
"LPCHMCBP_00983",124.747714120501,124.710075745656,107.8443845007,34.7073654756088,47.4159934480272,37.3588619483159
"LPCHMCBP_00984",4.55283628177012,1.80739240211096,0.989398022942198,0,1.9756663936678,0
"LPCHMCBP_00985",0.910567256354024,1.80739240211096,2.9681940688266,3.47073654756088,1.9756663936678,3.2021881669985
"LPCHMCBP_00986",323.251376005679,283.760607131421,310.67097920385,177.007563925605,159.041144690258,178.25514129625
"LPCHMCBP_00987",1361.29804824927,1463.08414950882,1403.95579455498,904.705326730871,894.976876331514,814.423190473286
"LPCHMCBP_00988",10417.7999799464,10445.8243880003,10679.5622596381,7342.92162245631,7615.20611439254,8007.60520960759
"LPCHMCBP_00989",9834.12636862346,10005.7243380863,9871.22407489431,359.799688763812,350.680784876035,379.992995817156
"LPCHMCBP_00990",3325.3916202049,3260.53589340817,3512.3629814448,189.733597933328,203.493638547783,189.996497908578
"LPCHMCBP_00991",362.405768028902,365.093265226414,341.342317915058,40.4919263882103,48.4038266448611,43.7632382823129
"LPCHMCBP_00992",335.088750338281,272.916252718755,268.126864217336,33.5504532930886,42.4768274638577,23.4827132246557
"LPCHMCBP_00993",2355.63749218786,2533.06045155851,2674.34285601276,764.718952645915,722.106066885581,789.873081192964
"LPCHMCBP_00994",339.641586620051,429.255695501353,405.653189406301,220.970226861376,222.262469287628,195.333478186909
"LPCHMCBP_00995",61.9185734320737,62.3550378728281,57.3850853306475,64.7870822211365,32.5984954955187,45.8980303936452
"LPCHMCBP_00996",240.389755677462,216.887088253315,225.582749230821,264.932889797148,271.654129129323,291.399123196864
"LPCHMCBP_00997",479.868944098571,459.077670136184,423.462353819261,837.604420144694,825.828552553141,909.421439427575
"LPCHMCBP_00998",84.6827548409243,83.1400504971041,87.0670260189135,75.1992918638192,93.8441536992205,84.3242883976273
"LPCHMCBP_00999",2161.68666658445,2341.47685693475,2300.35040334061,4203.06195909623,4032.33510947598,4081.72251686743
"LPCHMCBP_01000",142.048491991228,150.917265576265,145.441509372503,164.281529917882,161.016811083926,172.918161017919
"LPCHMCBP_01001",429.7877449991,398.530024665467,402.684995337475,598.123598362992,568.004088179493,560.382929224738
"LPCHMCBP_01002",70.1136787392599,70.4883036823274,84.0988319500869,91.3960624191033,82.9779885340476,78.9873081192964
"LPCHMCBP_01003",163.902106143724,169.89488579843,160.282479716636,64.7870822211365,63.2213245973696,52.3024067276422
"LPCHMCBP_01004",374.243142361504,424.737214496075,447.207906369874,1289.95708351013,1317.76948457642,1331.04288141571
"LPCHMCBP_01005",712.974161725201,743.74197346866,746.99550732136,232.539348686579,302.276958231174,305.275271920524
"LPCHMCBP_01006",1690.01282779307,1668.22318714842,1868.97286533781,87.9253258715424,108.661651651729,88.5938726202919
"LPCHMCBP_01007",2891.96160618038,2786.09538785404,2929.60754593185,286.914221265033,258.812297570482,282.859954751535
"LPCHMCBP_01008",94.6989946608185,94.8881011108254,101.907996363046,92.5529746016236,80.0144889435459,81.1221002306288
"LPCHMCBP_01009",71.0242459956139,91.2733163066034,81.1306378812603,43.9626629357712,67.1726573847052,67.2459515069686
"LPCHMCBP_01010",143.869626503936,172.605974401597,176.112848083711,148.084759362598,126.442649194739,133.424506958271
"LPCHMCBP_01011",278.633580444331,307.256708358863,316.607367341503,251.049943606904,208.432804531953,228.42275591256
"LPCHMCBP_01012",176.650047732681,184.354025015318,170.176459946058,168.909178647963,155.089811902922,153.705032015928
"LPCHMCBP_01013",2553.23058681668,2450.82409726246,2447.770708759,3250.92323288203,3016.84258313073,3147.75096815953
"LPCHMCBP_01014",254.048264522773,237.672100877591,275.052650377931,382.937932414218,402.048111111397,385.329976095487
"LPCHMCBP_01015",885.071373176112,831.400504971041,826.147349156736,1822.13668746946,1850.2115776699,1827.38204730048
"LPCHMCBP_01016",767.608197106443,760.008505087658,718.302964656036,172.379915195524,173.858642642766,208.142230854903
"LPCHMCBP_01017",225.820679575798,221.405569258593,221.625157139052,21.9813314678856,21.7323303303458,19.213129001991
"LPCHMCBP_01018",397.007323770355,419.315037289743,474.911051012255,357.485864398771,434.646606606916,331.960173312178
"LPCHMCBP_01019",573.657371503035,557.580556051231,620.352560384758,490.530765388605,494.904431613784,523.024067276422
"LPCHMCBP_01020",1822.0450799644,1969.15402209989,1914.48517439315,1250.62206930444,1316.78165137959,1344.91903013937
"LPCHMCBP_01021",1262.04621730668,1108.83523869507,1132.86073626882,767.032777010956,775.449059514612,747.177238966318
"LPCHMCBP_01022",1077.20106426681,1178.41984617635,1094.27421337407,2058.1467727036,2167.30603385358,2072.8831401037
"LPCHMCBP_01023",1133.65623416076,1064.55412484336,1212.01257810419,155.02623245772,150.150645918753,137.694091180936
"LPCHMCBP_01024",2501.32825320451,2644.21508428833,2695.12021449455,459.294136460557,550.223090636483,599.876583284386
"LPCHMCBP_01025",6493.25510506055,6274.3627239282,6026.42335774093,2179.62255186824,2421.17916543989,2428.32602664053
"LPCHMCBP_01026",571.836236990327,594.632100294506,592.649415742377,299.640255272756,295.362125853336,309.544856143189
"LPCHMCBP_01027",8087.65837093644,8182.96910055737,8227.83395878732,17369.8795083597,16696.3566928866,16890.4751848614
"LPCHMCBP_01028",21.8536141524966,27.1108860316644,18.7985624359018,143.457110632517,143.235813540916,206.00743874357
"LPCHMCBP_01029",30.9592867160368,51.5106834601623,42.5441149865145,587.71138872031,516.63676194413,680.998683515015
"LPCHMCBP_01030",1202.85934564367,1291.38187130828,1103.17879558055,3287.94442272268,2921.02276303784,3730.54921455326
"LPCHMCBP_01031",1815.67110916992,1809.19979451307,1808.61958593834,754.306743003232,770.509893530442,777.06432852497
"LPCHMCBP_01032",469.852704278677,488.899644771014,554.062892847631,237.16699741666,267.702796341987,278.59037052887
"LPCHMCBP_01033",162.99153888737,179.83554401004,186.996226336075,92.5529746016236,100.758986077058,111.009189789281
"LPCHMCBP_01034",1036.22553773088,1000.39169456842,1011.16477944693,823.72147395445,808.047555010131,774.929536413638
"LPCHMCBP_01035",4877.90879228851,4806.7600934141,4604.65839877299,705.71643133738,730.008732460252,708.750980962336
"LPCHMCBP_01036",381.527680412336,440.100049914019,368.056064534498,661.753768401609,685.556238602727,655.381178179027
"LPCHMCBP_01037",376.064276874212,317.197366570473,317.596765364446,82.1407649589409,103.72248566756,104.604813455284
"LPCHMCBP_01038",1018.0141926038,700.364555817997,849.892901707348,300.797167455277,246.958299208475,289.264331085532
"LPCHMCBP_01039",1333.07046330229,921.770125076589,1237.73692670069,565.730057252424,559.113589407988,590.270018783391
"LPCHMCBP_01040",400.649592795771,265.686683110311,325.511949547983,239.480821781701,210.408470925621,231.624944079558
"LPCHMCBP_01041",4588.34840476793,2841.22085611843,3744.87151683622,3129.4474537174,2763.95728474125,3245.95140528082
"LPCHMCBP_01042",789.461811258939,525.047492813234,675.758849669521,295.012606542675,223.250302484461,292.46651925253
"LPCHMCBP_01043",3998.30082265052,3658.16222187258,3995.1892166406,919.745185103635,951.283368551046,916.893211817238
"LPCHMCBP_01044",1042.59950852536,1185.64941578479,1085.36963116759,655.969207489007,832.743384930978,801.614437805292
"LPCHMCBP_01045",2929.2948636909,2867.42804594904,2837.59352979822,3107.46612224951,2949.66992574603,2869.16059763066
"LPCHMCBP_01046",256.779966291835,225.92405026387,211.73117690963,2820.55190098448,2646.40513431802,2578.82887048946
"LPCHMCBP_01047",79.2193513028001,97.5991897139918,105.865588454815,1075.92832974387,1085.62868332046,1142.1137795628
"LPCHMCBP_01048",0,0,0,0,0,0
"LPCHMCBP_01049",143.869626503936,152.724657978376,155.335489601925,1918.16039861865,1984.55689243931,1828.44944335615
"LPCHMCBP_01050",8316.21075228131,8526.37365695845,8445.5015238346,4723.67244123036,4546.99620502644,4626.09450525717
"LPCHMCBP_01051",8593.93376546928,9502.36555409837,9323.09757018433,2569.50195737757,2294.73651624515,2596.97460343579
"LPCHMCBP_01052",6234.65400425601,7577.4926458502,7001.96980836194,2023.439407228,1980.60555965197,2051.53521899037
"LPCHMCBP_01053",9703.91525096484,10700.6667166979,10492.566033302,4557.07708694744,4836.43133169878,4490.53520618757
"LPCHMCBP_01054",647.413319267711,578.365568675507,557.031086916458,6688.10932714982,6591.81092247262,7329.80871425958
"LPCHMCBP_01055",566.372833452203,523.240100411123,519.433962044654,5177.18201677832,4633.92552634783,5152.32076070059
"LPCHMCBP_01056",516.291634352732,494.321821977347,517.45516599877,3533.20980541698,3184.77422659249,3836.22142406421
"LPCHMCBP_01057",417.039803410143,423.83351829502,397.738005222764,2747.6664334857,2352.03084166152,2659.95097072009
"LPCHMCBP_01058",648.323886524065,506.973568792124,481.836837172851,2745.35260912066,2476.49782446259,2821.12777512568
"LPCHMCBP_01059",886.89250768882,812.422884748876,800.423000560238,4800.0286452767,4174.58308982006,4755.24942799278
"LPCHMCBP_01060",1556.15944110903,1486.58025073626,1322.82515667372,7506.04624019167,6367.57278679132,7414.1330026572
"LPCHMCBP_01061",824.973934256746,703.075644421163,748.974303367244,3825.90858759462,3438.64735817881,3977.11770341214
"LPCHMCBP_01062",1605.33007295215,1426.03260526555,1476.18185022976,6088.82881660431,5201.92961452732,6069.21397251783
"LPCHMCBP_01063",2942.95337253621,3034.6118431443,2803.95399701819,5502.27434006652,5201.92961452732,5326.30631777418
"LPCHMCBP_01064",0.910567256354024,0,0.989398022942198,0,0,0
"LPCHMCBP_01065",18.2113451270805,16.2665316189986,15.8303683670752,3.47073654756088,0.9878331968339,1.06739605566617
"LPCHMCBP_01066",538.145248505228,514.203138400568,530.317340297018,655.969207489007,607.517416052849,615.887524119379
"LPCHMCBP_01067",475.316107816801,521.432708009012,486.783827287562,423.429858802428,358.583450450706,360.779866815165
"LPCHMCBP_01068",1440.51739955207,1460.37306090566,1485.08643243624,1521.33952001419,1468.90796369201,1519.97198326862
"LPCHMCBP_01069",283.186416726102,266.590379311367,273.073854332047,211.714929401214,194.603139776278,226.287963801228
"LPCHMCBP_01070",246.763726471941,224.116657861759,199.858400634324,99.4944476967454,88.904987715051,113.143981900614
"LPCHMCBP_01071",1525.20015439299,1834.50328814262,1560.28068217985,27.7658923804871,47.4159934480272,38.426258003982
"LPCHMCBP_01072",252.227130010065,257.553417300812,240.423719574954,278.815835987391,245.970466011641,259.377241526879
"LPCHMCBP_01073",588.2264476047,609.091239511393,643.108714912429,426.900595349989,389.206279552557,419.486649876804
"LPCHMCBP_01074",182.113451270805,166.280100994208,168.197663900174,72.8854674987786,92.8563205023866,97.1330410656213
"LPCHMCBP_01075",2124.35340907394,1979.0946803115,1971.8702597238,4144.0594377877,3595.7128364754,3838.35621617554
"LPCHMCBP_01076",1766.50047732681,1687.20080737058,1875.89865149841,3228.94190141414,3366.53553480993,3466.90238880371
"LPCHMCBP_01077",860.486057254553,794.348960727767,830.104941248504,684.892012052015,721.118233688747,634.033257065704
"LPCHMCBP_01078",682.925442265518,687.71280900322,662.896675371273,679.107451139413,699.385903358401,682.066079570681
"LPCHMCBP_01079",2593.29554609626,2380.33579358013,2139.07852560103,2340.43334523856,2528.85298389479,2258.61005378961
"LPCHMCBP_01080",1745.55743043066,1771.24455406874,1708.69038562118,2481.57663150603,2214.7220273016,2393.10195680355
"LPCHMCBP_01081",3829.84588022503,3692.50267751269,3630.10134617493,6796.85907230673,6326.0837925243,6048.93344746017
"LPCHMCBP_01082",7879.13846923137,8907.73345380386,9978.07906137207,4347.67598191127,4899.65265629615,4684.80128831881
"LPCHMCBP_01083",471.673838791385,471.72941695096,458.091284622238,1027.33801807802,959.186034125717,1118.63106633814
"LPCHMCBP_01084",1272.06245712657,1306.74470672622,1312.9311764443,340.132181660967,364.510449631709,370.38643131616
"LPCHMCBP_01085",398.828458283063,293.701265343031,396.748607199821,62.4732578560959,79.026655746712,84.3242883976273
"LPCHMCBP_01086",709.331892699785,658.794530569445,573.850853306475,848.016629787376,828.792052143642,845.377676087605
"LPCHMCBP_01087",890.534776714236,908.214682060757,819.22156299614,2675.93787816944,2643.44163472752,2816.85819090302
"LPCHMCBP_01088",1357.65577922385,1419.70673185816,1255.54609111365,3759.96459319096,3522.61317990969,3840.49100828687
"LPCHMCBP_01089",83.7721875845702,75.0067846876048,96.9610062483354,252.206855789424,251.897465192645,254.040261248548
